"source","target","source_description","target_description","contingency"
"YA","FP","Answer a question with a yes/no question.","Ask for permission to carry out act.",0
"YA","GR","Answer a question with a yes/no question.","Give reason/ justify a request for an action refusal or prohibition",0
"YA","MK","Answer a question with a yes/no question.","Mark occurrence of event (thank greet apologize congratulate etc.).",0
"YA","OO","Answer a question with a yes/no question.","Unintelligible vocalization.",0
"YA","PF","Answer a question with a yes/no question.","Prohibit/forbid/protest hearer's performance of an act",0
"YA","PM","Answer a question with a yes/no question.","Praise for motor acts i.e for nonverbal behavior.",0
"YA","PR","Answer a question with a yes/no question.","Perform verbal move in game.",0
"YA","QN","Answer a question with a yes/no question.","Ask a product-question (wh-question)",0
"YA","RD","Answer a question with a yes/no question.","Refuse to carry out an act requested or proposed by other.",0
"YA","RP","Answer a question with a yes/no question.","Request propose or suggest an action for hearer or for hearer and speaker.",0
"YA","RQ","Answer a question with a yes/no question.","Yes/no question or suggestion about hearer's wishes and intentions",0
"YA","RR","Answer a question with a yes/no question.","Request to repeat utterance.",1
"YA","RT","Answer a question with a yes/no question.","Repeat or imitate other's utterance.",0
"YA","SA","Answer a question with a yes/no question.","Answer a wh-question with a statement.",0
"YA","SI","Answer a question with a yes/no question.","State intent to carry out act by speaker.",0
"YA","ST","Answer a question with a yes/no question.","Make a declarative statement.",0
"YA","TO","Answer a question with a yes/no question.","Mark transfer of object to hearer",0
"YA","TQ","Answer a question with a yes/no question.","Ask a limited-alternative yes/no question.",1
"YA","TX","Answer a question with a yes/no question.","Read or recite written text aloud.",0
"YA","XA","Answer a question with a yes/no question.","Exhibit attentiveness to hearer.",1
"YA","YA","Answer a question with a yes/no question.","Answer a question with a yes/no question.",1
"YA","YD","Answer a question with a yes/no question.","Agree to a declaration.",0
"YA","YQ","Answer a question with a yes/no question.","Ask a yes/no question.",0
"YA","YY","Answer a question with a yes/no question.","Make a word-like utterance without clear function.",0
"YD","AA","Agree to a declaration.","Answer in the affirmative to yes/no question.",0
"YD","AB","Agree to a declaration.","Approve of appropriate behavior.",1
"YD","AC","Agree to a declaration.","Answer calls/ show attentiveness to communications.",0
"YD","AD","Agree to a declaration.","Agree to carry out an act requested or proposed by other.",0
"YD","AN","Agree to a declaration.","Answer in the negative to yes/no question",0
"YD","AP","Agree to a declaration.","Agree with proposition or proposal expressed by previous speaker",1
"YD","CL","Agree to a declaration.","Call attention to hearer by name or by substitute exclamations",1
"YD","CM","Agree to a declaration.","Commiserate express sympathy for hearer's distress.",0
"YD","CS","Agree to a declaration.","Counter-suggestion/ an indirect refusal.",0
"YD","CT","Agree to a declaration.","Correct provide correct verbal form in place of erroneous one.",1
"YD","DC","Agree to a declaration.","Create a new state of affairs by declaration",1
"YD","DP","Agree to a declaration.","Declare make-believe reality.",1
"YD","DS","Agree to a declaration.","Disapprove scold protest disruptive behavior.",0
"YD","DW","Agree to a declaration.","Disagree with proposition expressed by previous speaker.",0
"YD","EA","Agree to a declaration.","Elicit onomatopoeic or animal sounds.",1
"YD","EC","Agree to a declaration.","Elicit completion of word or sentence.",1
"YD","EI","Agree to a declaration.","Elicit imitation of word or sentence by modelling or by explicit command",1
"YD","ET","Agree to a declaration.","Express enthusiasm for hearer's performance.",1
"YD","GI","Agree to a declaration.","Give in/ accept other's insistence or refusal.",0
"YD","GR","Agree to a declaration.","Give reason/ justify a request for an action refusal or prohibition",1
"YD","MK","Agree to a declaration.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"YD","OO","Agree to a declaration.","Unintelligible vocalization.",0
"YD","PA","Agree to a declaration.","Permit hearer to perform act.",1
"YD","PD","Agree to a declaration.","Promise.",1
"YD","PF","Agree to a declaration.","Prohibit/forbid/protest hearer's performance of an act",1
"YD","PR","Agree to a declaration.","Perform verbal move in game.",1
"YD","QN","Agree to a declaration.","Ask a product-question (wh-question)",1
"YD","RD","Agree to a declaration.","Refuse to carry out an act requested or proposed by other.",0
"YD","RP","Agree to a declaration.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"YD","RQ","Agree to a declaration.","Yes/no question or suggestion about hearer's wishes and intentions",1
"YD","RR","Agree to a declaration.","Request to repeat utterance.",1
"YD","RT","Agree to a declaration.","Repeat or imitate other's utterance.",1
"YD","SA","Agree to a declaration.","Answer a wh-question with a statement.",0
"YD","SI","Agree to a declaration.","State intent to carry out act by speaker.",1
"YD","ST","Agree to a declaration.","Make a declarative statement.",1
"YD","TO","Agree to a declaration.","Mark transfer of object to hearer",1
"YD","TQ","Agree to a declaration.","Ask a limited-alternative yes/no question.",1
"YD","TX","Agree to a declaration.","Read or recite written text aloud.",1
"YD","YQ","Agree to a declaration.","Ask a yes/no question.",1
"YD","YY","Agree to a declaration.","Make a word-like utterance without clear function.",0
"YQ","AA","Ask a yes/no question.","Answer in the affirmative to yes/no question.",1
"YQ","AB","Ask a yes/no question.","Approve of appropriate behavior.",1
"YQ","AC","Ask a yes/no question.","Answer calls/ show attentiveness to communications.",0
"YQ","AD","Ask a yes/no question.","Agree to carry out an act requested or proposed by other.",0
"YQ","AN","Ask a yes/no question.","Answer in the negative to yes/no question",1
"YQ","AP","Ask a yes/no question.","Agree with proposition or proposal expressed by previous speaker",0
"YQ","CL","Ask a yes/no question.","Call attention to hearer by name or by substitute exclamations",0
"YQ","CM","Ask a yes/no question.","Commiserate express sympathy for hearer's distress.",0
"YQ","CN","Ask a yes/no question.","Count.",0
"YQ","CR","Ask a yes/no question.","Criticize or point out error in nonverbal act.",0
"YQ","CS","Ask a yes/no question.","Counter-suggestion/ an indirect refusal.",0
"YQ","CT","Ask a yes/no question.","Correct provide correct verbal form in place of erroneous one.",1
"YQ","DC","Ask a yes/no question.","Create a new state of affairs by declaration",0
"YQ","DP","Ask a yes/no question.","Declare make-believe reality.",0
"YQ","DS","Ask a yes/no question.","Disapprove scold protest disruptive behavior.",0
"YQ","DW","Ask a yes/no question.","Disagree with proposition expressed by previous speaker.",0
"YQ","EA","Ask a yes/no question.","Elicit onomatopoeic or animal sounds.",0
"YQ","EC","Ask a yes/no question.","Elicit completion of word or sentence.",0
"YQ","ED","Ask a yes/no question.","Exclaim in disapproval.",0
"YQ","EI","Ask a yes/no question.","Elicit imitation of word or sentence by modelling or by explicit command",0
"YQ","EM","Ask a yes/no question.","Exclaim in distress pain.",0
"YQ","EN","Ask a yes/no question.","Express positive emotion.",0
"YQ","EQ","Ask a yes/no question.","Eliciting question (e.g. hmm?).",1
"YQ","ET","Ask a yes/no question.","Express enthusiasm for hearer's performance.",0
"YQ","FP","Ask a yes/no question.","Ask for permission to carry out act.",0
"YQ","GI","Ask a yes/no question.","Give in/ accept other's insistence or refusal.",0
"YQ","GR","Ask a yes/no question.","Give reason/ justify a request for an action refusal or prohibition",0
"YQ","MK","Ask a yes/no question.","Mark occurrence of event (thank greet apologize congratulate etc.).",0
"YQ","NA","Ask a yes/no question.","Intentionally nonsatisfying answer to question",0
"YQ","OO","Ask a yes/no question.","Unintelligible vocalization.",0
"YQ","PA","Ask a yes/no question.","Permit hearer to perform act.",0
"YQ","PD","Ask a yes/no question.","Promise.",0
"YQ","PF","Ask a yes/no question.","Prohibit/forbid/protest hearer's performance of an act",0
"YQ","PM","Ask a yes/no question.","Praise for motor acts i.e for nonverbal behavior.",0
"YQ","PR","Ask a yes/no question.","Perform verbal move in game.",0
"YQ","QA","Ask a yes/no question.","Answer a question with a wh-question.",1
"YQ","QN","Ask a yes/no question.","Ask a product-question (wh-question)",0
"YQ","RD","Ask a yes/no question.","Refuse to carry out an act requested or proposed by other.",0
"YQ","RP","Ask a yes/no question.","Request propose or suggest an action for hearer or for hearer and speaker.",0
"YQ","RQ","Ask a yes/no question.","Yes/no question or suggestion about hearer's wishes and intentions",0
"YQ","RR","Ask a yes/no question.","Request to repeat utterance.",1
"YQ","RT","Ask a yes/no question.","Repeat or imitate other's utterance.",0
"YQ","SA","Ask a yes/no question.","Answer a wh-question with a statement.",0
"YQ","SI","Ask a yes/no question.","State intent to carry out act by speaker.",0
"YQ","SS","Ask a yes/no question.","Signal to start performing an act such as running or rolling a ball",0
"YQ","ST","Ask a yes/no question.","Make a declarative statement.",0
"YQ","TO","Ask a yes/no question.","Mark transfer of object to hearer",0
"YQ","TQ","Ask a yes/no question.","Ask a limited-alternative yes/no question.",0
"YQ","TX","Ask a yes/no question.","Read or recite written text aloud.",0
